estado,municipio,parroquia,old_centro,new_centro,address
74,GUARICO,ORTIZ,ORTIZ,CICLO COMBINADO BEATRIZ DE RODRIGUEZ,ESCUELA BASICA JUAN GERMAN ROSCIO,SECTOR CASCO CENTRAL IZQUIERDA AVENIDA BOLIVAR. DERECHA CALLE SANTA ROSA. FRENTE CALLE SAN JUAN FRENTE A LA PLAZA BOLIVAR EDIFICIO
75,LARA,IRIBARREN,CATEDRAL,LICEO BOLIVARIANO MARIO BRICEÑO IRAGORRY,ESCUELA NACIONAL BOLIVARIANA BARARIDA,URBANIZACIÓN  BARADIDA DERECHA AVENIDA LIBERTADOR. FRENTE AVENIDA MORAN. IZQUIERDA CALLE DOS AL LADO DE LAS OFICINAS DEL MINISTERIO DEL PODER POPULAR  PARA LAS OBRAS PUBLICAS Y VIVIENDA EDIFICIO
76,LARA,IRIBARREN,CATEDRAL,"HOGAR CACHORRITOS
11 Y 12 EL JEBE","UNIDAD EDUCATIVA
ESTADAL SIMON BOLIVAR","BARRIO EL JEBE FRENTE AVENIDA PRINCIPAL.
DERECHA  CALLE 9. IZQUIERDA CALLE 8 A 50
METROS DEL MODULO POLICIAL CASA"
77,LARA,IRIBARREN,CATEDRAL,CANCHA TECHADA LA LAGUNITA,CASA COMUNAL LA LAGUNITA,BARRIO: LA LAGUNITA.  FRENTE CARRERA 8. IZQUIERDA  CALLE 1. DERECHA  CALLE 2. REFERENCIA A 150 METROS CANCHA TECHADA  LA LAGUNITA
78,LARA,IRIBARREN,LA CONCEPCION,CICLO BASICO INDUSTRIAL LARA,GRUPO ESCOLAR  JOSE GREGORIO HERNANDEZ,"URBANIZACIÓN TEREPAIMA DERECHA  AVENIDA VENEZUELA. FRENTE CALLE 30. IZQUIERDA CARRERA
28 AL FRENTE DE LA IGLESIA CATEDRAL  CASA"
79,LARA,IRIBARREN,LA CONCEPCION,LICEO BOLIVARIANO RAFAEL VILLAVICENCIO,CENTRO PREESCOLAR MADRE TERESA DE CALCUTA,"URBANIZACIÓN SANTA EDUVIGE FRENTE CALLE 55. DERECHA CARRERA 22. IZQUIERDA CARRERA 23 A
400 METROS DEL HOSPITAL QUIRURGICO MEDICO PRIVADO CASA"
80,LARA,IRIBARREN,LA CONCEPCION,UNIDAD EDUCATIVA COLEGIO SAN PEDRO,GRUPO ESCOLAR PABLO MANZANO VELOZ,BARRIO BARRIO NUEVO  IZQUIERDA  CALLE 60. DERECHA CARRERA 15. FRENTE CARRERA 15 FRENTE A LA PLAZA FRANCISCO  DE MIRANDA EDIFICIO
81,LARA,IRIBARREN,LA CONCEPCION,UNIDAD EDUCATIVA JOSE MARIA DOMINGUEZ,UNIDAD EDUCATIVA LAS BRISAS,"SECTOR LAS BRISAS FRENTE  AVENIDA  SAN VICENTE.
DERECHA  CALLE DE TIERRA. IZQUIERDA PROLONGACIÓN SUR DE LA CALLE 52 A 50 METROS DE LA AVENIDA  SAN VICENTE EDIFICIO"
82,LARA,IRIBARREN,LA CONCEPCION,ESCUELA BASICA EL OBELISCO,"UNIDAD EDUCATIVA NACIONAL OBELISCO
2","URBANIZACIÓN: EL OBELISCO. FRENTE CALLE 54. IZQUIERDA CARRERA 25. DERECHA CARRERA 23.
REFERENCIA  AL LADO DEL LICEO OBELISCO I"
83,LARA,IRIBARREN,LA CONCEPCION,UNIDAD NACIONAL SAN FRANCISCO JAVIER,COLEGIO NACIONAL DE PERIODISTAS,SECTOR CARRERA 15 CON CALLE 60 DERECHA CALLE TASCA DEL PERIODISTA. IZQUIERDA  CALLE CASA. FRENTE CALLE PLAZA MIRANDA DIAGONAL A LA PLAZA MIRANDA QUINTA
84,LARA,IRIBARREN,LA CONCEPCION,U.E.N. JOSE GIL FORTOUL,UNIDAD EDUCATIVA ESTADAL  ARTE INFANTIL JULIO TEODOORO  ARZE,SECTOR LA ROTARIA IZQUIERDA CALLE 59. FRENTE CARRERA 15 FRENTE PLAZA MIRANDA CASA
85,LARA,IRIBARREN,LA CONCEPCION,GRUPO ESCOLAR NACIONAL AYACUCHO,FUNDACION MUNICIPAL DEL NIÑO,"SECTOR LA ESTACION  FRENTE AVENIDA VENEZUELA. DERECHA  CALLE 30. IZQUIERDA CALLE
29 A 50 METROS DE LA AVENIDA  VENEZUELA
EDIFICIO"
86,LARA,IRIBARREN,SANTA ROSA,ESCUELA TECNICA COMERCIAL DOCTOR AMBROSIO PERERA,UNIDAD EDUCATIVA COLEGIO SAN VICENTE DE PAUL,"URBANIZACIÓN EL PARQUE FRENTE AVENIDA LARA.
DERECHA  CALLE 1. IZQUIERDA CALLE PRINCIPAL AVENIDA LARA FRENTE AL CENTRO COMERCIAL CHURUM  MERU EDIFICIO"
87,LARA,IRIBARREN,SANTA ROSA,COLEGIO PRIVADO LAS FUENTES,UNIDAD EDUCATIVA MARIA LEDEZMA,SECTOR CARRERA 3 ENTRE CALLES 7 Y 8 PRIMERA ETAPA DEL UJANO DERECHA  CALLE 8. IZQUIERDA CALLE 7. FRENTE CARRERA 3 A 150 METROS DEL HOSPITAL MILITAR EDIFICIO
88,LARA,IRIBARREN,SANTA ROSA,COLEGIO PABLO  VI,UNIDAD EDUCATIVA COLEGIO SAN VICENTE DE PAUL,"URBANIZACIÓN EL PARQUE FRENTE AVENIDA LARA.
DERECHA  CALLE 1. IZQUIERDA CALLE PRINCIPAL AVENIDA LARA FRENTE AL CENTRO COMERCIAL CHURUM  MERU EDIFICIO"
89,LARA,IRIBARREN,UNION,ESCUELA BASICA EL CARMEN,UNIDAD EDUCATIVA DR FORTUNATO ORELLANA,BARRIO EL CARMEN  FRENTE CALLE 9. DERECHA CARRERA 2. IZQUIERDA CARRERA 1 FRENTE A LA CAPILLA NUESTRA SENORA  DEL CARMEN CASA
90,LARA,IRIBARREN,JUAN DE VILLEGAS,"UNIDAD EDUCATIVA
ESTATAL MIGUEL ROMERO ANTONI",ESCUELA BASICA ZARINA DE AZUAJE,AVENIDA LOS HORCONES CON CALLE 20 DE BARRUIO PUEBLO NUEVO
91,LARA,IRIBARREN,JUAN DE VILLEGAS,JEFATURA CIVIL JUAN DE VILLEGAS,UNIDAD EDUCATIVA CASTA J RIERA,"URBANIZACIÓN RAFAEL CALDERA FRENTE AVENIDA
5. DERECHA  CALLE 2. IZQUIERDA CALLE 1 A 300
METROS DE LA CANCHA DEPORTIVA CASA"
92,LARA,IRIBARREN,JUAN DE VILLEGAS,CENTRO DIAGNOSTICO INTEGRAL LOS OLIVOS,UNIDAD EDUCATVA BERNABE PLANAS,"BARRIO LA PLAYA DERECHA  CALLE 9. FRENTE CALLE
8. IZQUIERDA CARRERA 6 A 200 METROS DEL SUPERMECADO SANTA ROSA EDIFICIO"
93,LARA,IRIBARREN,JUAN DE VILLEGAS,CANCHA TECHADA JOSE GREGORIO HERNANDEZ II,UNIDAD EDUCATIVA MARIA CONCEPCION PALACIOS,BARRIO JOSE G HERNANDEZ DERECHA AVENIDA PRINCIPAL. IZQUIERDA  AVENIDA PRINCIPAL. FRENTE AVENIDA PRINCIPAL DEL BARRIO JOSE GREGORIO HERNENDEZ  DIAGONAL  AL FRIGORIFICO NUEVA AVENIDA CASA
94,LARA,IRIBARREN,AGUEDO FELIPE ALVARADO,ESCUELA BASICA ALTOS DE MUCURAGUA,ESCUELA NACIONAL BOLIVARIANA MEDIA JORNADA DON MANUEL MELENDEZ,CASERÍO ALTOS DE MUCURAGUA DERECHA CARRETERA  VIA A SANTA RITA. FRENTE CARRETERA PRINCIPAL  VIA SANTA RITA. IZQUIERDA SENDERO DE LA CARRETERA PRINCIPAL DE MUCURAGUA DIAGONAL A LA CAPILLA ALTOS DE MUCURAGUA CASA
95,LARA,JIMENEZ,JUAN B RODRIGUEZ,CASA COMUNAL BARRIO LIBERTADOR,UNIDAD EDUCATIVA NACIONAL RICARDO ARCADIO YEPEZ,BARRIO LA ERMITA FRENTE AVENIDA PEDRO LEON TORRES. DERECHA CARRERA 23. IZQUIERDA CARRERA 22 A 20 METROS DE LA CANCHA MULTIPLE CASA
96,LARA,PALAVECINO,CABUDARE,COMPLEJO CULTURAL ANDRES ELOY BLANCO CASA DE LA CULTURA,LICEO BOLIVARIANO HECTOR ROJAS MEZA,SECTOR LA MATA FRENTE AVENIDA FINAL AVENIDA LA MATA. DERECHA  CALLE 9. IZQUIERDA  CALLE 10 A MEDIA CUADRA DE LA CASA DE LA CULTURA  CASA
97,LARA,PALAVECINO,JOSE G. BASTIDAS,CASA COMUNAL LA HACIENDA,ESCUELA BOLIVARIANA NACIONAL DOCTOR JUAN DE DIOS PONTE,SECTOR LA MONTANA FRENTE AVENIDA AVENIDA PRINCIPAL SECTOR  LA MONTANA. DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE LA GALERIA FRENTE A LA VICARIA SANTO DOMINGO DE GUZMAN CASA
98,LARA,PALAVECINO,JOSE G. BASTIDAS,UNIDAD EDUCATIVA OMAIRA SEQUERA SALAS,ESCUELA BOLIVARIANA FRANCISCO  DE PAULA BRICEÑO,SECTOR PIEDAD NORTE DERECHA  CALLE CALLE 2. IZQUIERDA  CALLE CALLE 1. FRENTE CARRETERA AUTOPISTA CENTRAL LOS LLANOS KM 6 AL LADO DE LA PASARELA LA PIEDAD  CASA
99,LARA,PALAVECINO,JOSE G. BASTIDAS,UNIDAD EDUCATIVA COLEGIO MARIA SANTISIMA,UNIDAD EDUCATIVA BOLIVARIANA LA PIEDAD,SECTOR LA PIEDAD SUR DERECHA CALLE PRINCIPAL. IZQUIERDA  CALLE EDGAR MENDOZA. FRENTE CALLE FINAL CALLE 1 A 100 METROS  DE LA IGLESIA LA PIEDAD SUR CASA
100,LARA,TORRES,TRINIDAD SAMUEL,GIMNASIO CUBIERTO EL PENTAGONO,ESCUELA BOLIVARIANA CARLOS SAMPAYO,URBANIZACIÓN JACINTO LARA FRENTE AVENIDA PASTOR OROPEZA. DERECHA  CALLE PRINCIPAL. IZQUIERDA  CALLE B A 150 METROS DE LA PANADERIA JACINTO  LARA CASA
101,LARA,URDANETA,SAN MIGUEL,GRUPO ESCOLAR PIO TAMAYO,UNIDAD EDUCATIVA NACIONAL JUAN A RODRIGUEZ DOMINGUEZ,SECTOR AGUADA GRANDE FRENTE CALLE COMERCIO. DERECHA  CALLEJÓN VIA BARRIO NUEVO. IZQUIERDA  CALLEJÓN VIA BARRIO  LA MANGA  FRENTE AL TERMINAL CASA
102,LARA,SIMON PLANAS,SARARE,CASA COMUNAL EL MILAGRO 2,"SIMONCITO COMUNITARIO JESUS, MARIA Y JOSE","SECTOR EL MILAGRO  2 DERECHA AVENIDA 6. IZQUIERDA AVENIDA 7. FRENTE CALLE 7 A 150
METROS DEL CONSULTORIO POPULAR DE BARRIO"
103,MERIDA,ALBERTO ADRIANI,PTE. ROMULO GALLEGOS,CENTRO EDUCATIVO NACIONAL DOCTOR ARTURO USLAR PIETRI,"LICEO BOLIVARIANO
19 DE ABRIL",SECTOR ROSA VIRGINIA ENTRANDO POR FARMATODO 150 METROS ABAJO
104,MERIDA,ALBERTO ADRIANI,PTE. ROMULO GALLEGOS,ESCUELA PRESBISTERO JOSE IGNACIO OLIVARES,LICEO BOLIVARIANO EL VIGIA,"URBANIZACIÓN BUENOS AIRES FRENTE AVENIDA 3
PRINCIPAL. DERECHA CALLE 4. IZQUIERDA CALLE 3
URBANIZACION BUENOS AIRES CALLE PRINCIPAL EDIFICIO"
105,MERIDA,ALBERTO ADRIANI,PTE. ROMULO GALLEGOS,UNIDAD EDUCATIVA BOLIVARIANA PRIMERO DE MAYO,"LICEO BOLIVARIANO
19 DE ABRIL",SECTOR ROSA VIRGINIA ENTRANDO POR FARMATODO 150 METROS ABAJO
106,MERIDA,ALBERTO ADRIANI,PRESIDENTE BETANCOURT,LICEO DOCTOR ALBERTO ADRIANI,ESCUELA ESTADAL OFELIA TANCREDI DE CORREDOR,BARRIO LA PLAYA IZQUIERDA CALLE VIA LA CONQUISTA. FRENTE CALLE PRINCIPAL. DERECHA SENDERO PARQUE LA GUACAMAYA CALLE PRINCIPAL  LA PLAYA EL VIGIA CASA
107,MERIDA,ALBERTO ADRIANI,PRESIDENTE PAEZ,UNIDAD EDUCATIVA BOLIVARIANA SUR AMERICA,GRUPO ESCOLAR LIBERTADOR BOLIVAR,BARRIO BOLIVAR FRENTE AVENIDA 2. DERECHA CALLE 3. IZQUIERDA CALLE 2 CALLE PRINCIPAL BARRIO BOLIVAR EL VIGIA EDIFICIO
108,MERIDA,ALBERTO ADRIANI,PRESIDENTE PAEZ,UNIDAD EDUCATIVA MAURICIO ENCINOSO,UNIDAD EDUCATIVA BOLIVARIANA LUISA CACERES DE ARISMENDI,SECTOR KILOMETRO 9 DERECHA AVENIDA PANAMERICANA.  FRENTE CALLE PRINCIPAL. IZQUIERDA CAMINO SECTOR  EL 9 KILOMETRO 9 VIA PRINCIPAL. A 100 METROS DEL FUERTE CARIBAY CASA
109,MERIDA,ALBERTO ADRIANI,PRESIDENTE PAEZ,COLEGIO PRIVADO ROMULO GALLEGOS,GRUPO ESCOLAR LIBERTADOR BOLIVAR,BARRIO BOLIVAR FRENTE AVENIDA 2. DERECHA CALLE 3. IZQUIERDA CALLE 2 CALLE PRINCIPAL BARRIO BOLIVAR EL VIGIA EDIFICIO
110,MERIDA,ALBERTO ADRIANI,PRESIDENTE PAEZ,JARDIN DE INFANCIA MAURICIO ENCINOSO,ESCUELA ESTADAL ESPERANZA BOLIVARIANA,"SECTOR LUCHA BOLIVARIANA IZQUIERDA AVENIDA PRINCIPAL. DERECHA CALLE PRINCIPAL. FRENTE CALLE LIBERTAD CALLE LA LIBERTAD A 1.000
METROS  DE LA GUARDIA  NACIONAL CASA"
111,MERIDA,ALBERTO ADRIANI,PRESIDENTE PAEZ,COLEGIO DOCTOR RAMON REINOSO NUÑEZ,"UNIDAD EDUCATIVA
12 DE FEBRERO","URBANIZACIÓN BUBUQUI III DERECHA AVENIDA 15. FRENTE CALLE PRINCIPAL BUBUQUI III. IZQUIERDA VEREDA URBANIZACION BUBUQUI III URBANIZACION BUBUQUI III, CALLE PRINCIPAL ANTES DEL BLOQUE 7 EDIFICIO"
112,MERIDA,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA BOLIVARIANA NACIONAL 24 DE JULIO,"UNIDAD EDUCATIVA
12 DE FEBRERO","URBANIZACIÓN BUBUQUI III DERECHA AVENIDA 15. FRENTE CALLE PRINCIPAL BUBUQUI III. IZQUIERDA VEREDA URBANIZACION BUBUQUI III URBANIZACION BUBUQUI III, CALLE PRINCIPAL ANTES DEL BLOQUE 7 EDIFICIO"
113,MERIDA,ALBERTO ADRIANI,PRESIDENTE PAEZ,UNIDAD EDUCATIVA COLEGIO CECILIO ACOSTA,"UNIDAD EDUCATIVA
12 DE FEBRERO","URBANIZACIÓN BUBUQUI III DERECHA AVENIDA 15. FRENTE CALLE PRINCIPAL BUBUQUI III. IZQUIERDA VEREDA URBANIZACION BUBUQUI III URBANIZACION BUBUQUI III, CALLE  PRINCIPAL ANTES DEL BLOQUE 7 EDIFICIO"
114,MERIDA,ARZOBISPO CHACON,MUCUCHACHI,ESCUELA BASICA SANTA INES,ESCUELA BASICA EL PORTACHUELO,"CARRETERA PRINCIPAL PORTACHUELO VIA SANTA
BARBARA DE BARINAS AL LADO DEL PUENTE DE GUERRA"
115,MERIDA,CAMPO ELIAS,MONTALBAN,ESCUELA BASICA MONSEÑOR JAUREGUI,ESCUELA BASICA EL SALADO,SECTOR SALADO MEDIO FRENTE AVENIDA PRINCIPAL  VIA EL SALADO.  DERECHA  CALLEJÓN  SIN NOMBRE. IZQUIERDA CALLEJÓN INFOCENTRO EL SALADO  AL LADO DEL INFOCENTRO EL SALADO CASA
116,MERIDA,CAMPO ELIAS,MONTALBAN,LICEO EJIDO,UNIDAD EDUCATIVA MANZANO BAJO,SECTOR EL PILAR FRENTE AVENIDA  PRINCIPAL  VIA EL MANZANO. DERECHA CALLEJÓN SIN NOMBRE. IZQUIERDA CALLEJÓN SIN NOMBRE CALLE URDANETA SIN NUMERO MANZANO BAJO CASA
117,MERIDA,CAMPO ELIAS,MONTALBAN,ESCUELA BASICA MONSEÑOR JAUREGUI (B),UNIDAD EDUCATIVA MANZANO BAJO,SECTOR EL PILAR FRENTE AVENIDA  PRINCIPAL  VIA EL MANZANO. DERECHA CALLEJÓN SIN NOMBRE. IZQUIERDA CALLEJÓN SIN NOMBRE CALLE URDANETA SIN NUMERO MANZANO BAJO CASA
118,MERIDA,CAMPO ELIAS,MATRIZ,ESCUELA  BASICA CAMPO ELIAS,ESCUELA BASICA MIXTA LA RANCHERIA,"SECTOR RANCHERIA, FRENTE AL CDI RANCHERIA. VIA LA MESA. IZQUIERDA AVENIDA  VIA LA MESA. DERECHA  CALLE PREESCOLAR LA RANCHERIA. FRENTE CALLE CDI RANCHERIA LA RANCHERIA, VIA LA MESA DE LOS INDIOS. EDIFICIO"
119,MERIDA,CAMPO ELIAS,MATRIZ,COLEGIO SAN PIO X,UNIDAD EDUCATIVA HERMANAS ALMARZA,SECTOR SAN MARTIN DERECHA CALLE ANTES DEL PUENTE SAN MARTIN. IZQUIERDA  CALLE CASERIO. FRENTE CALLE VIA PRINCIPAL  AGUAS CALIENTES AGUAS CALIENTES VIA PRINCIPAL CASA
120,MERIDA,CAMPO ELIAS,MATRIZ,ESCUELA TECNICA ROBINSONIANA PROFESOR  JOSE RICARDO GUILEN SUAREZ,UNIDAD EDUCATIVA BOLIVARIANA SAN MIGUEL DE EJIDO,URBANIZACIÓN SAN MIGUEL IZQUIERDA  AVENIDA PRINCIPAL SAN MIGUEL. FRENTE CALLE ULTIMO ESTACIONAMIENTO DE SAN MIGUEL. DERECHA VEREDA 1 PRINCIPAL CERCA DEL MODULO POLICIAL DE SAN MIGUEL CASA
121,MERIDA,CAMPO ELIAS,MATRIZ,ESCUELA BASICA CAMPO ELIAS (B),UNIDAD EDUCATIVA BOLIVARIANA SAN MIGUEL DE EJIDO,URBANIZACIÓN SAN MIGUEL IZQUIERDA  AVENIDA PRINCIPAL SAN MIGUEL. FRENTE CALLE ULTIMO ESTACIONAMIENTO DE SAN MIGUEL. DERECHA VEREDA 1 PRINCIPAL CERCA DEL MODULO POLICIAL DE SAN MIGUEL CASA
122,MERIDA,CAMPO ELIAS,MATRIZ,COLEGIO SAN PIO X (B),"UNIDAD EDUCATIVA
5 DE JULIO","SECTOR EL PALMO DERECHA  CALLE 4. IZQUIERDA
CALLE CASERIOS. FRENTE CALLE PRINCIPAL 5 DE JULIO VIA PRINCIPAL  EL PALMO  CASA"
123,MERIDA,CAMPO ELIAS,FERNANDEZ PEÑA,UNIDAD EDUCATIVA HIPOLITO ELIAS GONZALEZ,UNIDAD EDUCATIVA POZO HONDO,"SECTOR POZO HONDO  DERECHA CALLE CASERIO. IZQUIERDA CALLE VIA SAN ONOFRE. FRENTE CALLE INDUSTRIA NUMERO 3 CALLE INDUSTRIA  NUMERO
37 POZO HONDO  EJIDO CASA"
124,MERIDA,CAMPO ELIAS,FERNANDEZ PEÑA,UNIDAD EDUCATIVA HIPOLITO GONZALEZ B,ESCUELA BASICA MONSEÑOR DUQUE,SECTOR MESA SECA DERECHA  CALLE CASA DE LA SEÑORA  FELIDA. IZQUIERDA  CALLE URBANIZACION SAN BENITO. FRENTE CALLE 1 300 METROS DEL CEMENTERIO MUNICIPAL EDIFICIO
125,MERIDA,LIBERTADOR,ARIAS,UNIDAD EDUCATIVA TULIO FEBRES CORDERO,MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
126,MERIDA,LIBERTADOR,ARIAS,COLEGIO NUESTRA SEÑORA DE BELEN,MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
127,MERIDA,LIBERTADOR,ARIAS,"ESCUELA BASICA
NACIONAL RIVAS DAVILA",MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
128,MERIDA,LIBERTADOR,ARIAS,LICEO TULIO FEBRES CORDERO (B),MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
129,MERIDA,LIBERTADOR,MILLA,ESCUELA BASICA VICENTE DAVILA,MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
130,MERIDA,LIBERTADOR,MILLA,"ESCUELA BASICA
GLADYS CELINA LOBO DE CARNEVALLI",MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
131,MERIDA,LIBERTADOR,MILLA,COLEGIO SAN JOSE DE LA SIERRA,MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
132,MERIDA,LIBERTADOR,MILLA,LICEO ROMULO GALLEGOS,MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
133,MERIDA,LIBERTADOR,MILLA,"UNIDAD EDUCATIVA
COLEGIO SAGRADA FAMILIA",MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
134,MERIDA,LIBERTADOR,MILLA,JARDIN DE INFANCIA VICENTE DAVILA,MUCUMBARILA,SECTOR LA MILAGROSA FRENTE A CORPOANDES PASOS ARRIBA DEL PARQUE LA ISLA
135,MERIDA,LIBERTADOR,EL LLANO,UNIDAD EDUCATIVA LA SALLE,LICEO NACIONAL LIBERTADOR,"SECTOR EL LLANO  FRENTE AVENIDA 4. DERECHA
CALLE 27. IZQUIERDA CALLE 28 AVENIDA 4 BOLIVAR MERIDA EDIFICIO"
136,MERIDA,LIBERTADOR,EL LLANO,"UNIDAD EDUCATIVA
NUESTRA SEÑORA  DE FATIMA",LICEO NACIONAL LIBERTADOR,"SECTOR EL LLANO  FRENTE AVENIDA 4. DERECHA
CALLE 27. IZQUIERDA CALLE 28 AVENIDA 4 BOLIVAR MERIDA EDIFICIO"
137,MERIDA,LIBERTADOR,EL LLANO,UNIDAD EDUCATIVA  LA SALLE (B),LICEO NACIONAL LIBERTADOR,"SECTOR EL LLANO  FRENTE AVENIDA 4. DERECHA
CALLE 27. IZQUIERDA CALLE 28 AVENIDA 4 BOLIVAR MERIDA EDIFICIO"
138,MERIDA,LIBERTADOR,"JUAN
RODRIGUEZ SUAREZ","UNIDAD EDUCATIVA
ESTADAL CECILIO ACOSTA",UNIDAD EDUCATIVA SAN JACINTO,URBANIZACION SAN JACINTO CALLE LA CRUZ
139,MERIDA,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,LICEO BOLIVARIANO CARACCIOLO PARRA OLMEDO,ESCUELA BASICA ESTADO LARA,SECTOR LA PARROQUIA  FRENTE AVENIDA LAS PEÑAS. DERECHA  CALLE 1. IZQUIERDA CALLE CANCHA DE FUTBOL LA PARROQUIA  AVENIDA LAS PEÑAS NUMERO 1 LA PARROQUIA  EDIFICIO
140,MERIDA,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,COLEGIO NUESTRA SEÑORA DEL ROSARIO,ESCUELA BASICA ESTADO LARA,SECTOR LA PARROQUIA  FRENTE AVENIDA LAS PEÑAS. DERECHA  CALLE 1. IZQUIERDA CALLE CANCHA DE FUTBOL LA PARROQUIA  AVENIDA LAS PEÑAS NUMERO 1 LA PARROQUIA  EDIFICIO
141,MERIDA,LIBERTADOR,"JUAN
RODRIGUEZ SUAREZ",PRE-ESCOLAR DON ANDRES BELLO,UNIVERSIDAD DE LA SEGURIDAD,URBANIZACION LOS CUROS CALLE PRINCIPAL FRENTE A LA CAMARA DE COMERCIO
142,MERIDA,LIBERTADOR,JUAN RODRIGUEZ SUAREZ,LICEO BOLIVARIANO CARACIOLO PARRA  Y OLMEDO (B),UNIVERSIDAD DE LA SEGURIDAD,URBANIZACION LOS CUROS CALLE PRINCIPAL FRENTE A LA CAMARA DE COMERCIO
143,MERIDA,LIBERTADOR,JACINTO PLAZA,"ESCUELA BASICA
GRADUADA SIMON RODRIGUEZ",UNIVERSIDAD DE LA SEGURIDAD,URBANIZACION LOS CUROS CALLE PRINCIPAL FRENTE A LA CAMARA DE COMERCIO
